Record Length,Analog:100000
Sample Interval,CH1:5.000000E-10
Vertical Units,CH1:V
Vertical Scale,CH1:+5.000000E-01
Vertical Offset,CH1:-9.666667E-01
Horizontal Units,s
Horizontal Scale,+5.000000E-06
Model Number,T3DSO2204A
Serial Number,T0101C20460682
Software Version,5.0.1.3.7R5
Source,CH1
Second,Value
-2.468950E-05,-1.666677E-02
-2.468900E-05,-3.333336E-02
-2.468850E-05,-3.333336E-02
-2.468800E-05,-3.333336E-02
-2.468750E-05,-3.333336E-02
-2.468700E-05,-3.333336E-02
-2.468650E-05,-3.333336E-02
-2.468600E-05,-5.000013E-02
-2.468550E-05,-3.333336E-02
-2.468500E-05,-3.333336E-02
-2.468450E-05,-3.333336E-02
-2.468400E-05,-3.333336E-02
-2.468350E-05,-3.333336E-02
-2.468300E-05,-3.333336E-02
-2.468250E-05,-3.333336E-02
-2.468200E-05,-3.333336E-02
-2.468150E-05,-3.333336E-02
-2.468100E-05,-3.333336E-02
-2.468050E-05,-3.333336E-02
-2.468000E-05,-3.333336E-02
-2.467950E-05,-1.666677E-02
-2.467900E-05,-3.333336E-02
-2.467850E-05,-3.333336E-02
-2.467800E-05,-3.333336E-02
-2.467750E-05,-1.666677E-02
-2.467700E-05,-3.333336E-02
-2.467650E-05,-3.333336E-02
-2.467600E-05,-3.333336E-02
-2.467550E-05,-1.666677E-02
-2.467500E-05,-3.333336E-02
-2.467450E-05,-3.333336E-02
-2.467400E-05,-3.333336E-02
-2.467350E-05,-3.333336E-02
-2.467300E-05,-3.333336E-02
-2.467250E-05,-3.333336E-02
-2.467200E-05,-3.333336E-02
-2.467150E-05,-3.333336E-02
-2.467100E-05,-3.333336E-02
-2.467050E-05,-3.333336E-02
-2.467000E-05,-3.333336E-02
-2.466950E-05,-3.333336E-02
-2.466900E-05,-3.333336E-02
-2.466850E-05,-3.333336E-02
-2.466800E-05,-3.333336E-02
-2.466750E-05,-1.666677E-02
-2.466700E-05,-3.333336E-02
-2.466650E-05,-3.333336E-02
-2.466600E-05,-3.333336E-02
-2.466550E-05,-1.666677E-02
-2.466500E-05,-3.333336E-02
-2.466450E-05,-3.333336E-02
-2.466400E-05,-3.333336E-02
-2.466350E-05,-3.333336E-02
-2.466300E-05,-3.333336E-02
-2.466250E-05,-3.333336E-02
-2.466200E-05,-3.333336E-02
-2.466150E-05,-3.333336E-02
-2.466100E-05,-3.333336E-02
-2.466050E-05,-3.333336E-02
-2.466000E-05,-3.333336E-02
-2.465950E-05,-1.666677E-02
-2.465900E-05,-3.333336E-02
-2.465850E-05,-3.333336E-02
-2.465800E-05,-3.333336E-02
-2.465750E-05,-1.666677E-02
-2.465700E-05,-3.333336E-02
-2.465650E-05,-3.333336E-02
-2.465600E-05,-3.333336E-02
-2.465550E-05,-1.666677E-02
-2.465500E-05,-3.333336E-02
-2.465450E-05,-3.333336E-02
-2.465400E-05,-3.333336E-02
-2.465350E-05,-1.666677E-02
-2.465300E-05,-3.333336E-02
-2.465250E-05,-3.333336E-02
-2.465200E-05,-3.333336E-02
-2.465150E-05,-1.666677E-02
-2.465100E-05,-3.333336E-02
-2.465050E-05,-1.666677E-02
-2.465000E-05,-3.333336E-02
-2.464950E-05,-1.666677E-02
-2.464900E-05,-3.333336E-02
-2.464850E-05,-3.333336E-02
-2.464800E-05,-3.333336E-02
-2.464750E-05,-3.333336E-02
-2.464700E-05,-3.333336E-02
-2.464650E-05,-3.333336E-02
-2.464600E-05,-3.333336E-02
-2.464550E-05,-1.666677E-02
-2.464500E-05,-3.333336E-02
-2.464450E-05,-3.333336E-02
-2.464400E-05,-3.333336E-02
-2.464350E-05,-1.666677E-02
-2.464300E-05,-3.333336E-02
-2.464250E-05,-3.333336E-02
-2.464200E-05,-3.333336E-02
-2.464150E-05,-1.666677E-02
-2.464100E-05,-3.333336E-02
-2.464050E-05,-3.333336E-02
